Id,Choice
1,0.684974796889
2,0.525670423251
3,0.901198365268
4,0.862067707285
5,0.476322532057
6,0.744050942691
7,0.340505983995
8,0.0200535504933
9,0.978994243686
10,0.32302502155
11,0.681686143095
12,0.155554194751
13,0.352783112706
14,0.583425219848
15,0.0704775500696
16,0.222183327833
17,0.0098084039835
18,0.755235218328
19,0.118952577563
20,0.674516412573
21,0.295112681574
22,0.911784396789
23,0.0989949316711
24,0.175598795238
25,0.901125496532
26,0.939546457985
27,0.89343181103
28,0.740030249601
29,0.838696416137
30,0.21795842276
31,0.958460609912
32,0.0516757206926
33,0.419899353974
34,0.0859186123881
35,0.429439542421
36,0.515418364987
37,0.644686942575
38,0.68731618399
39,0.229043141181
40,0.616701400596
41,0.217844813051
42,0.907611517546
43,0.89216473091
44,0.025641753678
45,0.920901747905
46,0.233804860311
47,0.30233181694
48,0.922539693428
49,0.927887464656
50,0.500306782106
51,0.786869223532
52,0.933877809431
53,0.897763538089
54,0.474099920627
55,0.0323608792916
56,0.713362227422
57,0.70417556992
58,0.499316764493
59,0.873757502158
60,0.021036050121
61,0.754278257654
62,0.242972531204
63,0.876401120876
64,0.652404388528
65,0.641700882226
66,0.954201426883
67,0.697958129098
68,0.822346819947
69,0.33208584438
70,0.453813966483
71,0.131488812337
72,0.628874984646
73,0.721685187504
74,0.616504184442
75,0.51285928777
76,0.185311419978
77,0.375821812091
78,0.370941678054
79,0.945996561657
80,0.991153970186
81,0.599671440276
82,0.972778364392
83,0.863256275741
84,0.382307186716
85,0.632531657084
86,0.607426976596
87,0.512828503954
88,0.888425586049
89,0.0669022677257
90,0.398207744782
91,0.794690484229
92,0.954346856472
93,0.18855696691
94,0.117036100459
95,0.701680722633
96,0.617790391598
97,0.0538328651818
98,0.289119396383
99,0.329704176716
100,0.586617864033
101,0.417078601656
102,0.056002223687
103,0.0904954546531
104,0.888347008341
105,0.609711143397
106,0.273168974913
107,0.75747497575
108,0.555127899493
109,0.661204950755
110,0.139365348777
111,0.472161345106
112,0.86407720562
113,0.124325727103
114,0.609695637648
115,0.0263436015109
116,0.302091126023
117,0.371095325359
118,0.0153904600959
119,0.0245118076787
120,0.126959391896
121,0.0937077294853
122,0.0607079321287
123,0.964551427036
124,0.279196366993
125,0.39922892984
126,0.0663878240509
127,0.320142845501
128,0.900737903001
129,0.765477326242
130,0.121699045527
131,0.617085690902
132,0.722178654813
133,0.776624947819
134,0.263743030771
135,0.944940689199
136,0.362528017202
137,0.0310461807686
138,0.657126970672
139,0.249441881264
140,0.690483867126
141,0.0567294476298
142,0.111839622971
143,0.544417498016
144,0.131601816856
145,0.553474223253
146,0.971376611186
147,0.722218789135
148,0.959054049894
149,0.580547444794
150,0.176472689355
151,0.82249927049
152,0.850006505173
153,0.0616363414068
154,0.0647608886671
155,0.614320766048
156,0.867636585968
157,0.307010809933
158,0.0102762660715
159,0.352803904568
160,0.662340528228
161,0.612138192326
162,0.567687690561
163,0.384475698756
164,0.375310362925
165,0.683289790477
166,0.484444630621
167,0.075261055025
168,0.144813053404
169,0.733615504643
170,0.880393176187
171,0.53362851176
172,0.700567053235
173,0.947325223114
174,0.446252961673
175,0.67963002426
176,0.878162806987
177,0.705355599329
178,0.0217127455932
179,0.486333665819
180,0.11513856865
181,0.776137291153
182,0.406373332522
183,0.134403360565
184,0.427945767681
185,0.880418831908
186,0.298809299002
187,0.697984853567
188,0.926888945947
189,0.305882410893
190,0.0624174721945
191,0.160542227741
192,0.138911129733
193,0.951553264991
194,0.39764846324
195,0.096703472373
196,0.0829289858095
197,0.408737110409
198,0.0197883103215
199,0.146515723048
200,0.458174356404
201,0.209747744674
202,0.0688193897503
203,0.848857251447
204,0.791611377595
205,0.0877717997678
206,0.860908603751
207,0.831847578606
208,0.154485764321
209,0.996139106681
210,0.958793285762
211,0.0381448116694
212,0.387240311398
213,0.359701854633
214,0.301922299575
215,0.0517663480453
216,0.945996561657
217,0.153096798072
218,0.0883264630449
219,0.0344507291081
220,0.931530120493
221,0.494858609574
222,0.115503108886
223,0.746516766524
224,0.878418554309
225,0.710014238499
226,0.718848049986
227,0.0221726238611
228,0.986407175622
229,0.0932592810889
230,0.501730074788
231,0.988730292132
232,0.940645749613
233,0.667914098995
234,0.0968471368998
235,0.140663965302
236,0.477186166401
237,0.917206993579
238,0.400297086746
239,0.192253642154
240,0.309586237919
241,0.0380201144663
242,0.406718088932
243,0.476645159924
244,0.122571653361
245,0.981531980198
246,0.165174094321
247,0.971728100301
248,0.0236580858644
249,0.00623985042698
250,0.507588334327
251,0.057259240219
252,0.0144143285417
253,0.723278268869
254,0.685634338978
255,0.91329402613
256,0.954464765585
257,0.890456652228
258,0.78887758394
259,0.697091587397
260,0.31644347314
261,0.916781555649
262,0.00773708977876
263,0.224995779038
264,0.0675576847962
265,0.254208398127
266,0.431577893421
267,0.39933969136
268,0.65939810989
269,0.277145196076
270,0.13640054406
271,0.618433119254
272,0.0341444434792
273,0.665747378591
274,0.921898472566
275,0.0786589920212
276,0.720020671629
277,0.062962390319
278,0.0083483517606
279,0.319047114024
280,0.619564520207
281,0.800572104803
282,0.443305220176
283,0.214571352254
284,0.330224323558
285,0.268251271101
286,0.276454407786
287,0.535485020818
288,0.0965271944594
289,0.349518026796
290,0.810202700751
291,0.0967187353122
292,0.0297094927064
293,0.224544830901
294,0.918714570455
295,0.0395303996117
296,0.792838397086
297,0.0671689976152
298,0.0372158785527
299,0.0536113212392
300,0.146115368806
301,0.981061787422
302,0.632531657084
303,0.578789659511
304,0.630198985453
305,0.0497360854375
306,0.696086106453
307,0.987076990594
308,0.383150366706
309,0.285971333016
310,0.942434487166
311,0.568533506877
312,0.79793073593
313,0.691714939427
314,0.321707704727
315,0.514098753186
316,0.191305948927
317,0.0204250236548
318,0.85298410893
319,0.576530517155
320,0.405173381371
321,0.31356067382
322,0.198708427916
323,0.980146213388
324,0.157307204152
325,0.0610898869634
326,0.96336368721
327,0.86424958289
328,0.307064345901
329,0.0406632022009
330,0.697958129098
331,0.638632195248
332,0.920901747905
333,0.0873512767616
334,0.955656461151
335,0.116307115378
336,0.122044277623
337,0.517766924109
338,0.33278146455
339,0.0868632708945
340,0.181620030642
341,0.0505551786617
342,0.290656195471
343,0.150275050691
344,0.93209771456
345,0.618952685209
346,0.77688450202
347,0.260373199513
348,0.525673283572
349,0.3099542165
350,0.955035615479
351,0.308829983526
352,0.653550733419
353,0.549618027688
354,0.977164908657
355,0.467434868049
356,0.163396248962
357,0.0298245572802
