Id,Choice
1,0.684881602914
2,0.333333333333
3,0.881028938907
4,0.881028938907
5,0.333333333333
6,0.684881602914
7,0.333333333333
8,0.0502008032129
9,0.969776609724
10,0.333333333333
11,0.684881602914
12,0.0502008032129
13,0.406040268456
14,0.684881602914
15,0.0502008032129
16,0.166666666667
17,0.0502008032129
18,0.684881602914
19,0.0502008032129
20,0.597087378641
21,0.333333333333
22,0.969776609724
23,0.0502008032129
24,0.333333333333
25,0.881028938907
26,0.969776609724
27,0.969776609724
28,0.597087378641
29,0.881028938907
30,0.166666666667
31,0.881028938907
32,0.0502008032129
33,0.571917808219
34,0.333333333333
35,0.333333333333
36,0.326530612245
37,0.684881602914
38,0.684881602914
39,0.333333333333
40,0.597087378641
41,0.166666666667
42,0.969776609724
43,0.881028938907
44,0.0502008032129
45,0.881028938907
46,0.166666666667
47,0.406040268456
48,0.969776609724
49,0.969776609724
50,0.406040268456
51,0.684881602914
52,0.969776609724
53,0.881028938907
54,0.406040268456
55,0.0502008032129
56,0.406040268456
57,0.684881602914
58,0.333333333333
59,0.881028938907
60,0.0502008032129
61,0.81045751634
62,0.406040268456
63,0.684881602914
64,0.597087378641
65,0.326530612245
66,0.969776609724
67,0.597087378641
68,0.0
69,0.571917808219
70,0.333333333333
71,0.333333333333
72,0.684881602914
73,0.881028938907
74,0.881028938907
75,0.597087378641
76,0.184523809524
77,0.333333333333
78,0.333333333333
79,0.81045751634
80,0.969776609724
81,0.597087378641
82,0.969776609724
83,0.81045751634
84,0.406040268456
85,0.684881602914
86,0.81045751634
87,0.406040268456
88,0.881028938907
89,0.0502008032129
90,0.333333333333
91,0.684881602914
92,0.969776609724
93,0.0502008032129
94,0.0502008032129
95,0.406040268456
96,0.326530612245
97,0.0502008032129
98,0.52
99,0.406040268456
100,0.406040268456
101,0.406040268456
102,0.0502008032129
103,0.0502008032129
104,0.881028938907
105,0.597087378641
106,0.571917808219
107,0.684881602914
108,0.406040268456
109,0.684881602914
110,0.0502008032129
111,0.406040268456
112,0.881028938907
113,0.0502008032129
114,0.684881602914
115,0.0502008032129
116,0.406040268456
117,0.406040268456
118,0.0502008032129
119,0.0502008032129
120,0.166666666667
121,0.0502008032129
122,0.0502008032129
123,0.969776609724
124,0.333333333333
125,0.333333333333
126,0.0502008032129
127,0.333333333333
128,0.969776609724
129,0.881028938907
130,0.0502008032129
131,0.597087378641
132,0.684881602914
133,0.81045751634
134,0.333333333333
135,0.969776609724
136,0.184523809524
137,0.0502008032129
138,0.571917808219
139,0.333333333333
140,0.881028938907
141,0.0502008032129
142,0.0502008032129
143,0.597087378641
144,0.0502008032129
145,0.597087378641
146,0.969776609724
147,0.597087378641
148,0.969776609724
149,0.684881602914
150,0.0502008032129
151,0.684881602914
152,0.81045751634
153,0.0502008032129
154,0.0502008032129
155,0.81045751634
156,0.881028938907
157,0.571917808219
158,0.0502008032129
159,0.333333333333
160,0.597087378641
161,0.684881602914
162,0.597087378641
163,0.333333333333
164,0.333333333333
