Choice,follower_count,following_count,listed_count,mentions_received,retweets_received,mentions_sent,retweets_sent,posts,network_feature_1,network_feature_2,network_feature_3
-1,-1.0519553489,-1.67123169613,-1.453639526,-1.12025774121,-0.986587799529,-0.0032675867663,-0.00459142133054,-0.732064934775,-1.3493248428,-1.994564199,-2.88966400091
-1,-1.24617501427,-0.360711170779,-1.20366132761,-2.10724254158,-1.99451900939,-0.135850669014,-0.00459142133054,-1.59112370838,-2.129570603,-0.684474697522,-0.100950482288
1,-0.352421816709,1.40409677701,-0.619575935062,0.312954881503,0.28453967993,1.09313577287,1.07253825939,1.50972081751,0.256362972309,-0.666441062333,0.0758713337668
1,0.308600839401,0.386293875486,0.201999252006,0.491692225151,0.565264735444,0.791169259807,1.07255355298,-0.446748857097,0.487441344522,-0.0106534694009,-0.217706194934
-1,-0.654872613172,-0.304548839888,-0.0887255398388,-1.31235739279,-0.0972450777185,0.893239334324,0.466620769286,0.551580838929,-0.754863442602,1.12857267604,0.661392431808
1,1.83133003717,1.48979156948,1.39015629516,2.98529008804,2.98642712403,1.49958964893,0.858660303901,1.40241769831,2.59442130643,-1.05120906088,-0.158159750235
-1,-0.217354894572,-0.549097173304,-0.346621951432,-0.247586003086,-0.226934921494,0.44358573635,1.2129637001,0.0502191601628,-0.236633810781,-0.193807750784,-0.089162036553
1,-0.276079799399,-0.576748625696,-0.115507100917,-0.238484596152,-0.367081787923,-0.274605605633,-0.00459142133054,-0.625565479245,-0.276622820304,0.699838558442,0.367155666833
1,-0.279367206138,-1.17494997878,-0.0632096844657,-0.0291178948809,0.0459548269178,1.33030571288,0.24532236175,1.22149411426,-0.0351872653509,0.295523672081,-0.0962132832813
-1,-0.796181333353,-1.44170975614,-0.724857133054,-0.546418541072,-0.654700337546,0.745302707539,-0.00459142133054,0.549826297936,-0.59277215652,0.699817415272,0.130148973117
-1,-0.962678573935,-0.599726383911,-1.27036647034,-1.84897229306,-1.79859036825,-1.15999225687,0.78472767849,-0.940357795156,-1.91217374864,1.07942382129,0.954736446783
1,1.34562058721,-2.16323270527,1.1291143315,2.4728810057,2.61266176064,-0.433881579032,-0.808912257434,0.286981007791,2.30351822451,-1.76552524298,-0.941201788464
1,1.65784609597,0.641164889291,1.19637099778,1.50726481366,0.0327275116546,-1.43759103114,-0.72286308014,-0.814828464875,1.41337418917,-1.27031780575,-0.680322389831
-1,1.47108676551,-1.37870969169,1.02721064788,1.4977113895,1.89280107652,-2.15303847844,-0.651886716467,-0.934843500505,1.36594553782,-1.3020514288,-0.539574414044
-1,-1.66176104602,-0.415577779152,-1.4207780003,-1.66437979151,-2.15115963677,-1.16040443687,-2.51343698436,-1.34325950388,-1.64785113057,0.71439553462,0.329256510115
1,0.84404484639,1.95063313811,0.853284044968,0.666250316684,0.527625388456,0.904451136912,1.04820841243,0.734057211602,0.884297096667,1.75751705928,2.65117976576
-1,-0.140719043258,-0.254433651811,-0.00151646971424,0.231848815674,0.201669573607,0.472708731377,0.230583950001,0.439109148542,0.349623763955,0.408737543495,0.291030708342
1,1.24951055639,-0.0533545476915,0.834001868234,1.01589066055,0.987193358948,0.706031852769,-0.00459142133054,-0.376057662373,1.03725558065,0.788452838766,0.635776018718
-1,-0.805444785096,0.709168826779,-0.158374242732,-0.37214760326,-0.256756649047,0.428267542373,0.222858609117,0.303500702995,-0.339198594054,1.58011075102,0.674384348378
1,-0.664925949593,1.09695727657,-0.0881186254835,-0.543995489715,-0.606209910095,-0.63157321478,-1.56331009865,-0.388935701087,-0.514554331378,1.20971111269,0.548980507458
-1,0.200896728867,0.133378825818,0.0538312045742,0.125833467304,-0.0648019893465,-0.00975281389127,0.256951143504,0.949063508234,0.122432318699,-0.922987868057,0.22953086228
-1,-0.0777102581855,-1.35939754389,0.0784507004043,-0.973547025956,0.412804841862,0.364519666261,0.129181953786,0.223123242855,-0.424787956101,0.494034238538,0.402992755774
-1,-1.80355262252,0.210124863859,-1.60060358774,-2.17690745746,-2.55941255608,-0.122465384872,0.182964469605,-1.13801114297,-2.01198062723,1.60259861569,0.488421364722
1,0.854510848454,0.947374957887,1.19719236346,1.04278962387,0.870163563515,1.08238689289,-0.00459142133054,0.898007105305,1.14813043997,-0.660753738772,-0.350031301344
-1,-0.613200108472,0.212707188253,-0.782308463697,0.523186923736,0.550648535482,-0.298858250348,-0.462959684909,1.47984812522,0.42636713214,-0.877100050121,-0.497542489689
-1,-1.54666026139,-1.5037842989,-1.24746179953,-1.6968497889,-0.533318984431,0.68618494657,0.409528410944,0.346780001204,-1.67468884562,1.36882256233,0.8780368362
-1,0.265772657634,0.792514201734,0.124184588202,-0.11860078871,-0.160820182386,-0.701642300658,0.803191242868,-1.26514808494,-0.102191798171,-0.260470044015,-0.272324119461
-1,0.62968707291,-0.0424765915089,0.472652291271,0.445658591157,0.217695573985,-0.0032675867663,-0.00459142133054,0.00653743050244,0.773210756185,0.643524980093,1.96666958624
1,1.52043093649,0.51484304204,1.34597797883,1.05073492011,1.00561492981,1.50964071153,0.261737498786,0.976388245369,1.0146833209,0.270143497467,0.215381115413
1,-0.139640337338,-0.0989576552389,0.0412058508508,-0.0692980389656,-0.223331719035,-0.65648276424,-1.33529777739,-0.603971747119,-0.0473528948726,0.074959965412,0.33516265426
1,0.802242916649,-0.39506168292,0.0481079244924,1.04206136826,1.34939347543,-0.62193005094,-1.47623633898,0.0434427713008,1.05051255304,-1.50274534937,-0.767262193986
-1,-0.582934202378,-0.19246277521,-0.45456033309,0.107695305409,-0.128422900733,1.60261445902,0.618720032612,1.09208958411,-0.0513229686738,0.114355584731,0.137690889585
-1,0.957424607725,-2.14636296103,0.274390081443,0.777216355271,0.624200015901,0.297484921276,0.453776842248,-0.245485210923,0.690371154192,-0.674230588294,0.0256113680539
1,0.993478313214,0.633692648805,0.945219136536,0.709092512364,0.481587132991,1.07098069201,-0.00963767508155,0.861972843468,0.725839202753,1.08541892376,0.809067055528
